N,P,K,temperature,humidity,ph,rainfall,label_encoded,district_encoded,pest,GDD
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,7,33,0,7.481897350000001
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,7,29,0,9.919178599999999
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,7,24,0,10.27514686
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,7,20,0,5.773702139999999
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,7,16,0,6.711706419999999
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,7,38,0,7.66148158
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,7,25,0,8.506928250000001
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,7,19,0,14.51324787
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,7,6,0,8.876149980000001
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,7,30,0,11.59343016
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,7,1,0,10.123732839999999
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,7,32,0,5.43546065
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,7,1,0,12.64236876
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,7,10,0,11.985607989999998
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,7,21,0,10.53052663
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,7,36,0,5.78601387
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,7,27,0,9.636534900000001
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,7,9,0,10.573412439999998
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,7,11,0,10.160805239999998
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,7,35,0,11.53989176
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,7,26,0,5.53834801
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,7,18,0,9.918530919999998
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,7,15,0,10.769522089999999
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,7,28,0,13.46168338
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,7,33,0,14.32116642
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,7,29,0,10.125740530000002
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,7,24,0,11.806195639999999
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,7,20,0,9.52226241
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,7,16,0,7.0006762500000015
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,7,38,0,6.787915030000001
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,7,25,0,14.849061679999998
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,7,19,0,6.51783455
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,7,6,0,8.153001530000001
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,7,30,0,13.188643849999998
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,7,1,0,13.38002569
12,63,17,18.358923,19.37703396,5.717143397,138.414764,7,32,0,8.358923
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,7,1,0,9.259753669999998
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,7,0,0,12.95458237
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,7,31,0,10.120042999999999
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,7,12,0,11.140114229999998
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,7,13,0,14.923601040000001
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,7,5,0,5.330426360000001
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,7,34,0,8.810972710000001
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,7,17,0,13.44260668
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,7,23,0,12.8352024
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,7,2,0,14.903581899999999
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,7,8,0,13.787095690000001
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,7,37,0,12.05592283
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,7,14,0,8.87492997
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,7,10,0,8.623287739999999
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,7,21,0,13.00884744
12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,7,36,0,9.331626060000001
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,7,27,0,6.244691929999998
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,7,9,0,7.916522870000001
31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,7,11,0,5.46789263
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,7,35,0,7.06104474
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,7,26,0,11.32776028
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,7,18,0,13.90910104
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,7,21,0,13.89756791
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,7,36,0,12.986669280000001
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,7,27,0,11.35135729
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,7,9,0,14.1638445
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,7,11,0,14.62835037
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,7,35,0,11.02213209
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,7,26,0,7.308445320000001
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,7,18,0,13.825767039999999
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,7,15,0,9.306072780000001
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,7,28,0,6.037686149999999
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,7,33,0,9.185728090000001
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,7,29,0,9.92889503
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,7,24,0,9.563764679999998
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,7,20,0,8.31357543
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,7,16,0,10.10993761
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,7,38,0,13.605065719999999
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,7,25,0,9.731369090000001
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,7,19,0,10.934098769999999
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,7,6,0,8.78226261
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,11,32,0,26.512683709999997
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,11,1,0,26.89163721
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,11,3,0,19.23540524
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,11,30,0,17.33534897
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,11,7,0,11.0643684
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,11,19,0,20.33276599
40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,11,22,0,21.80130272
38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,11,38,0,23.181842250000003
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,11,16,0,19.38538562
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,11,20,0,20.27374995
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,11,24,0,25.45790488
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,11,29,0,23.80020039
31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,11,33,0,18.69180475
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,11,28,0,21.24021696
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,11,15,0,18.98039357
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,11,18,0,17.32198928
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,11,26,0,11.47607807
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,11,35,0,8.31910448
26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,11,11,0,26.977943840000002
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,11,9,0,14.804675920000001
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,11,27,0,9.347944300000002
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,11,36,0,18.88302142
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,11,10,0,9.54314136
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,11,10,0,14.774194900000001
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,11,10,0,8.33124824
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,11,4,0,9.147290380000001
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,11,14,0,18.23416057
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,11,8,0,20.11812084
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,11,2,0,23.4126864
1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,11,23,0,14.18553163
6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,11,36,0,16.88630675
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,11,10,0,21.33170829
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,11,10,0,23.307118180000003
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,11,10,0,13.453790179999999
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,11,4,0,24.538238890000002
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,11,14,0,9.50112224
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,11,8,0,18.76794904
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,11,2,0,20.97758716
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,11,23,0,8.397591469999998
39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,11,30,0,25.09357419
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,11,7,0,24.931742229999998
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,11,19,0,19.50523036
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,11,22,0,24.51934775
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,11,38,0,18.43430726
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,11,16,0,8.41645629
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,11,20,0,21.07508973
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,11,24,0,10.89342749
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,11,29,0,20.90607799
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,11,33,0,17.9348279
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,11,10,0,25.95176642
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,11,23,0,9.54317155
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,11,2,0,9.637362079999999
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,11,37,0,21.2192752
5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,11,8,0,23.508763549999998
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,11,14,0,14.80710166
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,11,27,0,26.209705239999998
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,11,24,0,20.50420876
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,11,16,0,16.01630259
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,11,20,0,21.48469278
25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,11,14,0,23.15122581
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,11,14,0,13.50222822
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,11,14,0,24.87248659
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,11,14,0,18.09269012
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,11,2,0,14.54757829
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,11,2,0,23.64769646
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,11,2,0,10.5591255
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,11,10,0,9.959917189999999
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,11,10,0,18.87667593
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,11,10,0,26.04353699
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,11,32,0,13.6734328
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,11,1,0,15.746794430000001
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,11,3,0,21.08564994
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,11,30,0,8.72987676
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,11,7,0,19.50304807
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,11,19,0,10.435177719999999
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,11,22,0,26.00415838
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,11,38,0,21.46846241
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,11,16,0,26.30049702
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,11,20,0,19.49096726
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,11,24,0,20.5753044
27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,11,29,0,14.69487673
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,11,33,0,13.174095560000001
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,11,28,0,9.04380471
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,11,15,0,19.32379604
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,11,18,0,24.6455408
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,11,26,0,11.998982600000001
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,11,35,0,12.997744440000002
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,11,11,0,20.55992394
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,11,9,0,21.46417866
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,11,27,0,15.95058595
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,11,36,0,11.01142393
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,11,10,0,9.251000560000001
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,11,10,0,9.24462755
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,11,10,0,12.47253208
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,11,4,0,26.750874869999997
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,11,14,0,19.89286629
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,11,8,0,19.37735586
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,11,2,0,19.65052947
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,11,23,0,9.542848889999998
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,11,36,0,10.04611791
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,11,0,0,17.91095209
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,11,31,0,17.32220619
36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,11,12,0,18.66024187
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,11,13,0,19.02955344
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,11,5,0,17.78031515
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,11,34,0,21.99928579
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,11,17,0,17.33580911
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,11,23,0,18.92952635
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,11,2,0,17.65472156
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,11,8,0,18.52396666
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,11,37,0,21.02215872
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,11,14,0,15.74095321
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,11,10,0,21.70447482
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,11,21,0,14.478764510000001
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,11,36,0,21.46511256
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,11,27,0,15.60973447
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,11,9,0,20.30260453
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,11,11,0,18.17489437
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,11,35,0,15.50634557
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,11,26,0,21.12896766
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,11,18,0,16.34043268
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,11,15,0,18.23494706
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,11,28,0,17.04453473
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,11,33,0,15.16125354
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,11,29,0,17.3179125
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,11,24,0,15.4123765
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,11,20,0,21.21629982
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,11,16,0,20.573999
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,11,38,0,15.42517036
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,11,25,0,17.09400578
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,11,19,0,14.309350810000002
17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,11,6,0,20.06142622
8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,11,30,0,18.09568993
7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,11,1,0,16.33908791
36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,11,32,0,18.61409059
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,11,1,0,18.70012137
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,11,10,0,14.21610338
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,11,21,0,18.50677929
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,11,36,0,15.979489910000002
9,49,16,30.88482722,41.36561835,7.661537348,55.053805,11,27,0,20.88482722
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,11,9,0,15.5042419
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,11,11,0,15.125289129999999
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,11,35,0,17.10508014
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,11,26,0,21.1006247
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,11,18,0,16.45707778
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,11,15,0,20.04132304
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,11,28,0,17.77799528
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,11,33,0,20.99256944
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,11,29,0,16.4908332
9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,11,24,0,21.96987867
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,11,20,0,15.361405260000002
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,11,16,0,15.54249137
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,11,38,0,18.99319096
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,11,25,0,19.34317422
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,11,19,0,18.63618921
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,11,6,0,14.832066309999998
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,11,30,0,15.446890750000001
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,11,1,0,21.01274943
21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,11,32,0,17.06179658
35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,11,1,0,17.0956288
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,11,0,0,18.56800579
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,11,31,0,18.79929247
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,11,12,0,17.94293692
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,11,13,0,20.47757686
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,11,5,0,20.58139475
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,11,34,0,16.85911286
38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,11,17,0,16.31051759
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,11,23,0,18.77833449
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,11,2,0,18.90245417
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,11,8,0,19.37687468
23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,11,37,0,14.170932409999999
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,11,14,0,16.65333029
3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,11,10,0,18.19912143
26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,11,21,0,18.76488954
39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,11,36,0,19.3499706
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,11,27,0,18.00937423
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,11,9,0,16.85851927
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,11,11,0,21.2123945
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,11,35,0,14.20422636
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,11,26,0,19.98835437
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,11,18,0,19.93964907
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,11,21,0,21.2119298
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,11,36,0,16.80474415
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,11,27,0,21.49398069
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,11,9,0,20.99694676
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,11,11,0,19.61253065
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,11,35,0,19.97604322
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,11,26,0,20.88883074
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,11,18,0,20.39321309
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,11,15,0,20.43683729
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,11,28,0,15.32688786
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,11,33,0,20.53684308
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,11,29,0,20.38257873
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,11,24,0,14.018253770000001
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,11,20,0,18.69841277
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,11,16,0,19.33743412
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,11,38,0,17.96583691
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,11,25,0,14.86803974
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,11,19,0,15.876822610000001
16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,11,6,0,21.01963639
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,8,32,1,17.43329405
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,8,1,1,18.3340432
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,8,3,1,17.01470397
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,8,30,1,18.17432665
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,8,7,1,19.87888063
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,8,19,1,19.89232778
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,8,22,1,18.56212158
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,8,38,1,17.53592929
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,8,16,1,19.68361658
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,8,20,1,18.14448546
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,8,24,1,19.53037621
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,8,29,1,17.88352946
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,8,33,1,18.22471276
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,8,28,1,19.008124
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,8,15,1,19.75538903
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,8,18,1,19.78416743
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,8,26,1,17.8640132
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,8,35,1,17.11026483
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,8,11,1,17.11030369
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,8,9,1,18.95451232
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,8,27,1,19.21780035
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,8,36,1,18.7420098
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,8,10,1,19.65021184
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,8,10,1,17.23924995
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,8,10,1,18.95172351
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,8,4,1,18.18837136
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,8,14,1,18.30041493
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,8,8,1,17.89636126
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,8,2,1,18.6899851
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,8,23,1,17.8262623
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,8,36,1,18.70562673
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,8,10,1,18.6362812
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,8,10,1,18.28511547
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,8,10,1,17.60887393
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,8,4,1,18.60901145
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,8,14,1,19.24598976
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,8,8,1,18.62911222
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,8,2,1,19.57329479
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,8,23,1,17.82684262
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,8,30,1,19.8757015
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,8,7,1,17.33684386
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,8,19,1,19.83040388
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,8,22,1,18.2753171
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,8,38,1,19.86860065
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,8,16,1,19.5888162
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,8,20,1,18.07219563
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,8,24,1,17.84026517
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,8,29,1,17.10818093
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,8,33,1,17.68515114
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,8,10,1,19.34594634
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,8,23,1,18.36319404
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,8,2,1,17.65280218
